Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000065520	1	128202361	128202430	miRNA	Mir128-1	1
ENSMUSG00000094188	6	130113291	130113364	snRNA	Gm22621	1
ENSMUSG00000093852	8	123582850	123582968	rRNA	Gm24312	-1
ENSMUSG00000093162	6	86574100	86574161	miRNA	Gm22184	-1
ENSMUSG00000093246	16	18284550	18284637	miRNA	Gm24572	-1
ENSMUSG00000088502	11	24553986	24554058	snRNA	Gm22787	-1
ENSMUSG00000076385	3	38558109	38558214	miRNA	Gm24462	-1
ENSMUSG00000096906	7	103581267	103581376	miRNA	Gm26506	1
ENSMUSG00000096441	12	23199780	23199889	miRNA	Gm26140	1
ENSMUSG00000105758	17	17830352	17830444	miRNA	Mirlet7e	1
ENSMUSG00000065676	11	78183056	78183124	snoRNA	Snord42b	-1
ENSMUSG00000095898	4	93600979	93601085	snRNA	Gm24796	1
ENSMUSG00000096758	14	11335873	11336004	snoRNA	Gm25466	1
ENSMUSG00000064792	6	52639234	52639355	snoRNA	Gm24355	-1
ENSMUSG00000089245	1	54769218	54769322	miRNA	Gm24053	1
ENSMUSG00000080349	12	62598892	62599010	miRNA	Gm24590	-1
ENSMUSG00000065151	4	66544061	66544193	snoRNA	Gm25480	1
ENSMUSG00000080573	11	69635400	69635519	miRNA	Mir467f	-1
ENSMUSG00000096248	7	59698307	59698400	snoRNA	Gm24264	-1
ENSMUSG00000065582	19	6264643	6264728	miRNA	Mir194-2	1
ENSMUSG00000088868	2	46306336	46306458	snoRNA	Gm23072	1
ENSMUSG00000096212	13	61804141	61804248	miRNA	Gm23739	-1
ENSMUSG00000065147	14	75847905	75848034	snoRNA	Snora31	1
ENSMUSG00000089410	18	84737102	84737391	misc_RNA	Gm22014	-1
ENSMUSG00000089027	3	120609966	120610093	snoRNA	Gm25013	-1
ENSMUSG00000099252	4	43905078	43905154	misc_RNA	Gm27265	1
ENSMUSG00000092852	1	34433121	34433199	miRNA	Mir5103	-1
ENSMUSG00000094494	4	119528000	119528106	snRNA	Rnu6-ps2	1
ENSMUSG00000096849	17	15837549	15837655	snRNA	Gm25598	-1
ENSMUSG00000088429	5	107302946	107303047	snRNA	Gm22557	1
ENSMUSG00000098392	3	96485161	96485277	rRNA	Gm28001	1
ENSMUSG00000077243	18	58615359	58615489	snoRNA	Gm23270	-1
ENSMUSG00000080508	16	53885370	53885434	miRNA	Gm25041	1
ENSMUSG00000088855	19	53159757	53159863	snRNA	Gm24724	-1
ENSMUSG00000089542	11	69668852	69668995	snoRNA	Gm25835	-1
ENSMUSG00000089498	10	67235861	67235961	snRNA	Gm26359	-1
ENSMUSG00000064939	11	61936446	61936552	snRNA	Gm23721	-1
ENSMUSG00000089299	1	165440625	165440709	snoRNA	Gm24637	1
ENSMUSG00000080549	8	120443459	120443549	miRNA	Gm22715	-1
ENSMUSG00000088888	7	102734582	102734714	snoRNA	Gm24210	-1
ENSMUSG00000084441	14	110732036	110732138	snRNA	Gm26255	1
ENSMUSG00000094263	9	88521529	88521600	snoRNA	Snord50a	-1
ENSMUSG00000098840	11	82985003	82985065	miRNA	Mir7679	-1
ENSMUSG00000084588	11	27085126	27085207	rRNA	n-R5s68	1
ENSMUSG00000084661	13	80158663	80158790	snRNA	Gm24635	1
ENSMUSG00000089146	10	94948590	94948893	misc_RNA	Gm25266	1
ENSMUSG00000084646	4	149517179	149517282	snRNA	Gm24381	-1
ENSMUSG00000105379	10	81416240	81416297	miRNA	Mir1191b	-1
ENSMUSG00000075874	Y	991630	991748	rRNA	n-R5s1	-1
ENSMUSG00000087806	3	119638744	119638874	snoRNA	Gm23432	-1
ENSMUSG00000088165	10	42309775	42310019	misc_RNA	Gm23533	1
ENSMUSG00000092725	11	72648925	72648997	miRNA	Gm25678	1
ENSMUSG00000089587	6	105232605	105232743	snoRNA	Gm23339	1
ENSMUSG00000089297	14	106517389	106517495	snoRNA	Gm24634	-1
ENSMUSG00000064558	13	46767520	46767649	snoRNA	Gm24620	-1
ENSMUSG00000065034	6	42775573	42775680	snRNA	Gm22363	-1
ENSMUSG00000065815	4	69110671	69110777	snRNA	Gm24697	1
ENSMUSG00000098247	18	60953873	60953932	miRNA	Mir7220	1
ENSMUSG00000095068	9	13275516	13275622	snRNA	Gm26189	1
ENSMUSG00000089346	12	51740241	51740342	snRNA	Gm22663	-1
ENSMUSG00000064880	16	23110383	23110507	snoRNA	Gm24201	1
ENSMUSG00000076123	4	135416555	135416633	miRNA	Mir700	-1
ENSMUSG00000088630	6	93509573	93509702	snoRNA	Gm22312	1
ENSMUSG00000093107	7	81529855	81529981	scaRNA	Mir1839	1
ENSMUSG00000093345	8	106071615	106071874	misc_RNA	Gm27956	-1
ENSMUSG00000077280	10	129302091	129302224	snoRNA	Gm25764	1
ENSMUSG00000094069	7	59700878	59700971	snoRNA	Gm25155	-1
ENSMUSG00000092834	14	108379564	108379724	miRNA	Gm24818	1
ENSMUSG00000105312	2	32675108	32675172	miRNA	Gm47291	1
ENSMUSG00000065371	10	4484234	4484393	snRNA	Gm22739	1
ENSMUSG00000098622	3	33260716	33260820	miRNA	Gm27974	-1
ENSMUSG00000094726	16	82543229	82543335	snRNA	Gm23355	1
ENSMUSG00000070144	2	180389048	180389124	miRNA	Mir1a-1	1
ENSMUSG00000088703	17	32804867	32804977	rRNA	Gm25555	-1
ENSMUSG00000096005	13	79454970	79455076	snRNA	Gm24863	1
ENSMUSG00000065664	6	149052517	149052623	snRNA	Gm22578	-1
ENSMUSG00000098329	17	25780808	25780879	miRNA	Mir6966	1
ENSMUSG00000095094	16	65432137	65432246	miRNA	Gm23659	1
ENSMUSG00000095205	5	23852210	23852280	snoRNA	Snord93	1
ENSMUSG00000084686	3	96176361	96176487	snoRNA	Gm22027	1
ENSMUSG00000092972	14	64591185	64591271	miRNA	Mir3078	1
ENSMUSG00000065423	2	38852735	38852810	miRNA	Mir181a-2	1
ENSMUSG00000077457	11	62604515	62604586	snoRNA	Snord65	1
ENSMUSG00000077535	16	40306219	40306312	snRNA	Gm22543	1
ENSMUSG00000099210	7	43457497	43457569	miRNA	Mir7051	1
ENSMUSG00000088308	13	90098981	90099114	snoRNA	Gm24507	1
ENSMUSG00000065799	14	75972486	75972619	snoRNA	Gm25517	-1
ENSMUSG00000088464	X	135786114	135786217	miRNA	Mir1970	-1
ENSMUSG00000098482	16	50727132	50727245	miRNA	Mir6363	1
ENSMUSG00000064770	17	78858934	78859052	rRNA	n-R5s29	1
ENSMUSG00000087960	18	19707093	19707389	misc_RNA	Gm25392	1
ENSMUSG00000076994	2	10503565	10503645	miRNA	Mir466b-3	1
ENSMUSG00000077337	13	75691972	75692054	snoRNA	Gm23012	1
ENSMUSG00000088280	10	48437822	48437950	snoRNA	Gm23584	1
ENSMUSG00000089450	9	66981088	66981185	snRNA	Gm24225	-1
ENSMUSG00000088753	18	67462342	67462475	snoRNA	Gm24900	1
ENSMUSG00000098415	11	101030340	101030409	miRNA	Mir6928	1
ENSMUSG00000105635	14	18200675	18200753	miRNA	Gm44469	1
ENSMUSG00000064671	11	20847753	20847881	snoRNA	Gm22807	-1
ENSMUSG00000065502	7	139957689	139957760	miRNA	Mir202	-1
ENSMUSG00000089359	11	15452422	15452551	snoRNA	Gm25490	1
ENSMUSG00000089596	2	33812957	33813326	misc_RNA	Nron	1
ENSMUSG00000098575	2	20559804	20559892	misc_RNA	Gm27446	1
ENSMUSG00000070074	16	14159626	14159692	miRNA	Mir484	1
ENSMUSG00000094823	6	132564972	132565092	rRNA	n-R5s166	1
ENSMUSG00000088014	4	109160924	109161197	misc_RNA	Gm23743	-1
ENSMUSG00000065049	15	58819323	58819478	snRNA	Gm24041	-1
ENSMUSG00000098776	2	87256795	87256904	miRNA	Gm27438	-1
ENSMUSG00000076118	2	10509296	10509404	miRNA	Mir669c	1
ENSMUSG00000064397	9	120791465	120791785	misc_RNA	Gm23624	-1
ENSMUSG00000064706	18	69777936	69778045	misc_RNA	Gm22508	-1
ENSMUSG00000087923	4	114844985	114845117	snRNA	Gm23230	-1
ENSMUSG00000064780	11	48803139	48803206	snoRNA	Snord95	1
ENSMUSG00000088297	2	71999666	71999792	snoRNA	Gm26408	-1
ENSMUSG00000096377	4	40850056	40850138	miRNA	Mir5123	-1
ENSMUSG00000065619	6	30169668	30169737	miRNA	Mir183	-1
ENSMUSG00000065911	15	93234363	93234700	misc_RNA	Gm24447	1
ENSMUSG00000065828	X	162069457	162069563	snRNA	Gm26317	1
ENSMUSG00000077347	5	121356844	121357001	snRNA	Gm24671	1
ENSMUSG00000098944	3	65659288	65659426	miRNA	Mir8120	1
ENSMUSG00000088414	8	124022641	124022722	miRNA	Mir1967	1
ENSMUSG00000088819	17	37015343	37015590	misc_RNA	Gm22388	1
ENSMUSG00000065045	3	89967999	89968163	snRNA	Gm24046	-1
ENSMUSG00000098397	3	90011153	90011210	miRNA	Mir7669	-1
ENSMUSG00000095703	8	21594038	21594129	snoRNA	Gm24829	-1
ENSMUSG00000077464	2	61280278	61280409	snoRNA	Gm26422	1
ENSMUSG00000075906	7	5277344	5277450	snRNA	Gm23942	-1
ENSMUSG00000089349	4	47920755	47920897	snoRNA	Gm22670	1
ENSMUSG00000105853	12	109723458	109723539	miRNA	Mir376b	1
ENSMUSG00000084417	2	157726000	157726098	snRNA	Gm23463	1
ENSMUSG00000089415	5	77669724	77669846	snoRNA	Gm22011	-1
ENSMUSG00000077268	10	95898603	95898735	snoRNA	Gm24433	1
ENSMUSG00000088162	8	31544463	31544686	misc_RNA	Gm23539	-1
ENSMUSG00000094059	7	59434277	59434355	snoRNA	Gm23471	-1
ENSMUSG00000065395	11	79711969	79712034	miRNA	Mir193a	1
ENSMUSG00000088843	10	88164959	88165073	snRNA	Gm26357	-1
ENSMUSG00000093352	12	99982775	99982852	miRNA	Gm23291	-1
ENSMUSG00000077476	17	12301036	12301175	snoRNA	Gm24794	1
ENSMUSG00000089203	12	24779018	24779146	snoRNA	Gm26211	1
ENSMUSG00000098542	14	22021958	22022070	miRNA	Gm27532	-1
ENSMUSG00000064613	4	129458351	129458490	snRNA	Gm24621	1
ENSMUSG00000098490	9	109889643	109889710	miRNA	Mir7089	1
ENSMUSG00000088270	10	83158025	83158127	snRNA	Gm23122	-1
ENSMUSG00000096547	1	170832765	170832871	snRNA	Gm25235	-1
ENSMUSG00000089385	16	68452859	68452965	snoRNA	Gm24681	-1
ENSMUSG00000093952	3	39635964	39636082	rRNA	n-R5s195	-1
ENSMUSG00000092842	8	65093831	65093914	miRNA	Gm24333	-1
ENSMUSG00000089516	9	20209207	20209351	snRNA	Gm26290	-1
ENSMUSG00000089350	3	41441343	41441467	snoRNA	Gm25487	-1
ENSMUSG00000089468	12	116478218	116478281	snRNA	Gm27649	-1
ENSMUSG00000093156	14	30572149	30572208	miRNA	Mir3076	1
ENSMUSG00000099319	15	90224360	90224412	miRNA	Mir7648	1
ENSMUSG00000077085	3	92010756	92010865	miRNA	Gm23697	-1
ENSMUSG00000077869	7	61735537	61735602	miRNA	Mir344e	-1
ENSMUSG00000093052	6	90681370	90681520	miRNA	Gm24816	-1
ENSMUSG00000104689	14	75262013	75262115	miRNA	Gm44482	1
ENSMUSG00000064702	11	101641748	101641938	snRNA	Gm24950	1
ENSMUSG00000088450	16	55779045	55779144	snRNA	Gm26369	-1
ENSMUSG00000105098	8	9770728	9770880	miRNA	Gm47312	-1
ENSMUSG00000096434	16	17205792	17205898	snRNA	Gm22129	-1
ENSMUSG00000088911	1	132814228	132814348	snoRNA	Gm22609	-1
ENSMUSG00000088149	13	56342425	56342528	snRNA	Gm24716	-1
ENSMUSG00000065138	3	151608343	151608449	snRNA	Gm24458	1
ENSMUSG00000099312	X	103461218	103461285	misc_RNA	Gm27733	-1
ENSMUSG00000105411	13	119269486	119269604	miRNA	Gm44488	-1
ENSMUSG00000098474	11	50232245	50232306	miRNA	Mir6919	1
ENSMUSG00000089046	13	18922577	18922710	snoRNA	Gm26172	1
ENSMUSG00000084485	15	58565614	58565914	misc_RNA	Gm23789	1
ENSMUSG00000065094	11	116674598	116674671	snoRNA	Snord1a	1
ENSMUSG00000080430	11	64590495	64590640	miRNA	Gm24275	-1
ENSMUSG00000089442	6	25199929	25200051	snoRNA	Gm22529	-1
ENSMUSG00000065492	9	51103562	51103645	miRNA	Mir34b	-1
ENSMUSG00000093276	8	72684314	72684438	miRNA	Gm26237	1
ENSMUSG00000089427	17	87453223	87453356	snoRNA	Gm26005	-1
ENSMUSG00000096514	6	123506711	123506842	snoRNA	Gm25891	1
ENSMUSG00000064855	9	63027560	63027717	snRNA	Gm24526	1
ENSMUSG00000098952	19	44808406	44808529	miRNA	Mir6405	1
ENSMUSG00000077295	1	102106449	102106580	snoRNA	Gm24122	-1
ENSMUSG00000076199	8	73641396	73641505	miRNA	Gm23255	-1
ENSMUSG00000088947	4	43692686	43692817	rRNA	Gm23257	1
ENSMUSG00000076444	4	109017655	109017730	miRNA	Mir761	1
ENSMUSG00000065457	8	38252133	38252202	miRNA	Mir383	-1
ENSMUSG00000094037	7	59567091	59567169	snoRNA	Gm24652	-1
ENSMUSG00000094642	7	59899687	59899780	snoRNA	Snord116l10	-1
ENSMUSG00000093178	1	9942463	9942549	snoRNA	Snord87	-1
ENSMUSG00000084682	8	83752918	83753204	misc_RNA	Gm22024	1
ENSMUSG00000084734	13	13329484	13329671	snoRNA	Gm25804	1
ENSMUSG00000105030	8	12947941	12948070	miRNA	Gm38671	1
ENSMUSG00000098402	8	47591668	47591747	miRNA	Gm27409	1
ENSMUSG00000093061	5	77272757	77272838	miRNA	Mir5098	1
ENSMUSG00000092787	X	56587852	56587914	miRNA	Mir5116	-1
ENSMUSG00000105100	11	69980692	69980814	miRNA	Gm44349	1
ENSMUSG00000088409	6	136417812	136417896	snRNA	Gm25882	1
ENSMUSG00000098756	10	126710282	126710391	miRNA	Mir378d	-1
ENSMUSG00000077575	7	109521280	109521409	snoRNA	Gm24888	1
ENSMUSG00000088362	6	145366858	145366944	snoRNA	Gm23498	1
ENSMUSG00000093286	1	155315966	155316089	miRNA	Gm22569	1
ENSMUSG00000065453	13	48536012	48536114	miRNA	Mirlet7d	-1
ENSMUSG00000088907	19	19275899	19276030	snoRNA	Gm25437	1
ENSMUSG00000096882	5	20092615	20092718	snRNA	Gm23570	1
ENSMUSG00000093219	X	151859562	151859637	miRNA	Mir3113	1
ENSMUSG00000093139	15	99254882	99255014	snoRNA	Gm25999	-1
ENSMUSG00000077441	3	148354087	148354218	snoRNA	Gm23131	-1
ENSMUSG00000098686	2	131040319	131040398	miRNA	Mir6973b	-1
ENSMUSG00000076064	16	28599935	28600043	miRNA	Mir690	-1
ENSMUSG00000095100	7	59771656	59771749	snoRNA	Gm22128	-1
ENSMUSG00000089005	9	107905228	107905326	snRNA	Gm23856	1
ENSMUSG00000098859	7	143273053	143273247	misc_RNA	Gm27389	1
ENSMUSG00000106088	15	101692211	101692339	miRNA	Gm44342	1
ENSMUSG00000070136	12	109739119	109739197	miRNA	Mir496a	1
ENSMUSG00000092696	9	62122518	62122594	miRNA	Mir5133	-1
ENSMUSG00000080443	12	87034766	87034861	miRNA	Gm25847	1
ENSMUSG00000092720	12	119919324	119919441	rRNA	Gm25675	-1
ENSMUSG00000096022	17	35049218	35049321	snRNA	Gm23421	1
ENSMUSG00000064529	X	39305377	39305481	snRNA	Gm26437	-1
ENSMUSG00000076146	13	113035983	113036091	miRNA	Mir449c	1
ENSMUSG00000096200	17	4678020	4678126	snRNA	Gm23186	1
ENSMUSG00000088064	2	162816311	162816468	snRNA	Gm24478	-1
ENSMUSG00000088419	8	63108674	63108807	snoRNA	Gm24236	-1
ENSMUSG00000076407	13	7120394	7120503	miRNA	Gm22689	-1
ENSMUSG00000089260	10	44359676	44359768	miRNA	Mir1929	1
ENSMUSG00000065757	12	109673913	109673994	snoRNA	Gm23347	1
ENSMUSG00000092841	10	121618468	121618543	miRNA	Gm24330	-1
ENSMUSG00000080529	18	35952824	35952907	miRNA	Gm23882	1
ENSMUSG00000065259	7	127527874	127528003	snoRNA	Snora30	1
ENSMUSG00000089070	13	89927442	89927543	snRNA	Gm24498	-1
ENSMUSG00000065400	4	156054896	156054985	miRNA	Mir200a	-1
ENSMUSG00000096447	7	59538998	59539076	snoRNA	Gm24206	-1
ENSMUSG00000095944	1	37005439	37005557	rRNA	n-R5s210	1
ENSMUSG00000089556	6	125258049	125258177	snoRNA	Gm24175	-1
ENSMUSG00000088085	5	117976454	117976560	snRNA	Gm25343	-1
ENSMUSG00000096799	7	59375713	59375791	snoRNA	Gm22996	-1
ENSMUSG00000087712	X	101912630	101912724	snRNA	Gm25828	-1
ENSMUSG00000088314	4	121075798	121075922	snoRNA	Gm26186	-1
ENSMUSG00000096815	9	10295047	10295156	miRNA	Gm25086	-1
ENSMUSG00000095618	7	59789331	59789424	snoRNA	Gm26246	-1
ENSMUSG00000077719	14	104628944	104629060	snoRNA	Gm25724	-1
ENSMUSG00000077649	11	77244928	77245015	snoRNA	Gm24989	-1
ENSMUSG00000094670	X	135384915	135385028	snoRNA	Gm22006	-1
ENSMUSG00000064858	2	26637848	26637974	snoRNA	Snora43	-1
ENSMUSG00000092704	5	22645119	22645183	snRNA	Gm24512	-1
ENSMUSG00000088480	18	3770741	3770804	snRNA	Gm23643	-1
ENSMUSG00000087975	X	53306177	53306483	misc_RNA	Gm23718	1
ENSMUSG00000089525	17	12770631	12770882	misc_RNA	Gm23833	1
ENSMUSG00000077214	4	64444730	64444858	snoRNA	Gm23950	1
ENSMUSG00000095146	6	113422150	113422239	miRNA	Gm24387	1
ENSMUSG00000078026	2	10472540	10472623	miRNA	Mir466o	1
ENSMUSG00000104628	2	159069863	159069955	miRNA	Gm44319	1
ENSMUSG00000098677	15	82393919	82393978	miRNA	Mir7684	-1
ENSMUSG00000065295	2	26912530	26912600	snoRNA	Gm24134	1
ENSMUSG00000077163	7	55243933	55244039	snRNA	Gm24116	-1
ENSMUSG00000096341	18	21380825	21380931	snRNA	Gm22886	-1
ENSMUSG00000088243	9	20173087	20173239	snRNA	Gm25914	1
ENSMUSG00000098476	8	19535319	19535408	miRNA	Gm27852	-1
ENSMUSG00000088143	18	83355199	83355364	snRNA	Gm24720	-1
ENSMUSG00000065471	X	19146893	19146971	miRNA	Mir222	-1
ENSMUSG00000095660	7	59565218	59565296	snoRNA	Gm22274	-1
ENSMUSG00000089024	10	25266045	25266175	snoRNA	Gm25016	-1
ENSMUSG00000093153	7	35081910	35081979	miRNA	Gm25033	1
ENSMUSG00000088890	2	151123853	151123988	snoRNA	Gm22517	1
ENSMUSG00000094245	1	58466515	58466621	snRNA	Gm23966	-1
ENSMUSG00000098435	6	52246399	52246585	misc_RNA	Gm27492	1
ENSMUSG00000095723	8	123623637	123623745	rRNA	Gm23647	-1
ENSMUSG00000098966	Y	20134948	20135057	miRNA	Gm27701	1
ENSMUSG00000065529	11	75463716	75463810	miRNA	Mir22	1
ENSMUSG00000071036	17	86497732	86505232	protein_coding	Gm10309	-1
ENSMUSG00000098422	4	129684500	129684571	miRNA	Mir7016	-1
ENSMUSG00000098511	8	94505046	94505105	miRNA	Mir7072	1
ENSMUSG00000088808	2	151300944	151301079	snoRNA	Gm24077	1
ENSMUSG00000089617	6	125186359	125186683	snoRNA	Scarna10	-1
ENSMUSG00000088789	12	105031075	105031349	scaRNA	Scarna13	-1
ENSMUSG00000093822	16	36217922	36218026	snRNA	Gm24801	-1
ENSMUSG00000089501	7	98935894	98936015	snoRNA	Gm23479	1
ENSMUSG00000078002	X	66800530	66800607	miRNA	Mir880	-1
ENSMUSG00000094641	6	70027982	70028091	miRNA	Gm23694	-1
ENSMUSG00000095951	2	9240756	9240832	miRNA	Gm23963	-1
ENSMUSG00000077622	4	94098290	94098418	snoRNA	Gm23836	1
ENSMUSG00000106653	12	109710638	109710700	miRNA	Mir299a	1
ENSMUSG00000088370	19	17865317	17865419	snRNA	Gm22880	-1
ENSMUSG00000087817	9	113403475	113403771	misc_RNA	Gm22492	1
ENSMUSG00000096371	6	59099253	59099384	snoRNA	Gm22367	1
ENSMUSG00000094593	3	119831937	119832057	miRNA	Gm24744	1
ENSMUSG00000065398	X	7247989	7248056	miRNA	Mir188	-1
ENSMUSG00000088944	X	56750010	56750115	snRNA	Gm23258	1
ENSMUSG00000105621	13	48537829	48537917	miRNA	Mirlet7f-1	-1
ENSMUSG00000099074	16	58749589	58749684	miRNA	Gm27564	-1
ENSMUSG00000098850	1	63177983	63178158	misc_RNA	Gm27390	1
ENSMUSG00000088704	15	15819227	15819354	snoRNA	Gm25550	1
ENSMUSG00000095092	GL456210.1	108390	110303	protein_coding	AC125149.5	-1
ENSMUSG00000098399	7	104340090	104340189	snRNA	Gm27995	-1
ENSMUSG00000065238	14	99773623	99773808	snRNA	Gm22970	-1
ENSMUSG00000094780	7	89291190	89291299	miRNA	Gm24659	-1
ENSMUSG00000093933	10	41216045	41216176	snoRNA	Gm25526	1
ENSMUSG00000077221	2	91596070	91596180	snoRNA	Snord67	1
ENSMUSG00000077299	17	76074546	76074651	snRNA	Gm24126	1
ENSMUSG00000088747	11	72340370	72340640	misc_RNA	Gm23224	1
ENSMUSG00000084668	1	19513855	19513919	snoRNA	Gm24633	-1
ENSMUSG00000065862	11	69667834	69667976	snoRNA	Gm24029	-1
ENSMUSG00000065607	10	93963768	93963863	miRNA	Mir331	-1
ENSMUSG00000098607	18	23774864	23774989	miRNA	Mir6360	-1
ENSMUSG00000089301	8	87636657	87637013	misc_RNA	Gm24841	1
ENSMUSG00000094703	10	70882104	70882210	snRNA	Gm24486	1
ENSMUSG00000099039	14	61666387	61666642	misc_RNA	Gm27928	1
ENSMUSG00000077659	9	123162371	123162503	snoRNA	Gm23323	1
ENSMUSG00000092851	2	72950863	72950987	miRNA	Gm25960	-1
ENSMUSG00000096031	1	67973676	67973777	miRNA	Gm23189	1
ENSMUSG00000094894	X	66829202	66829280	miRNA	Mir465b-1	-1
ENSMUSG00000089001	16	61070018	61070094	snoRNA	Gm23852	1
ENSMUSG00000080659	19	9908158	9908278	miRNA	Gm24484	1
ENSMUSG00000097854	10	79910856	79911140	protein_coding	Gm26602	1
ENSMUSG00000070106	X	52741693	52741767	miRNA	Mir363	-1
ENSMUSG00000098310	4	33438081	33438209	miRNA	Mir8118	1
ENSMUSG00000076305	19	17891959	17892051	miRNA	Gm23063	-1
ENSMUSG00000077711	7	28351508	28351632	snoRNA	AF357399	1
ENSMUSG00000084666	11	83844665	83844972	misc_RNA	Gm23211	1
ENSMUSG00000077558	X	42681757	42681886	snoRNA	Gm23705	-1
ENSMUSG00000076333	15	35660831	35660918	miRNA	Mir599	-1
ENSMUSG00000084737	16	8766169	8766276	snRNA	Gm25805	-1
ENSMUSG00000065628	7	45126864	45126947	snoRNA	Snord33	-1
ENSMUSG00000106418	17	56172013	56172125	miRNA	Gm44397	-1
ENSMUSG00000077131	2	10468069	10468172	miRNA	Gm23578	1
ENSMUSG00000077488	16	13531428	13531551	snoRNA	Gm25276	-1
ENSMUSG00000096784	15	89888952	89889052	miRNA	Gm24643	-1
ENSMUSG00000099196	18	56538139	56538198	miRNA	Mir1258	1
ENSMUSG00000077196	6	24894670	24894800	snoRNA	Gm22267	-1
ENSMUSG00000089175	3	63152217	63152358	scaRNA	Gm22433	1
ENSMUSG00000089447	8	73175119	73175258	snoRNA	Gm22532	-1
ENSMUSG00000070099	2	10507918	10507990	miRNA	Mir466	1
ENSMUSG00000093280	2	32712807	32712888	miRNA	Mir2861	-1
ENSMUSG00000093034	14	27380732	27380850	miRNA	Gm23633	-1
ENSMUSG00000088372	6	135148648	135148781	snoRNA	Gm22881	1
ENSMUSG00000065340	1	124490856	124490959	snRNA	Gm25578	1
ENSMUSG00000098594	8	71119342	71119448	miRNA	Gm27628	1
ENSMUSG00000087936	3	53512002	53512126	snoRNA	Gm23675	1
ENSMUSG00000088318	1	87251148	87251248	snRNA	Gm26187	1
ENSMUSG00000076014	2	10510164	10510260	miRNA	Mir669a-2	1
ENSMUSG00000065005	10	88710008	88710127	rRNA	n-R5s79	-1
ENSMUSG00000106463	15	98519762	98519878	miRNA	Mir1291	-1
ENSMUSG00000088383	X	152868620	152868860	ribozyme	Gm24687	1
ENSMUSG00000098618	12	110674100	110674202	miRNA	Gm27299	1
ENSMUSG00000098979	10	92071661	92071815	misc_RNA	Gm27544	-1
ENSMUSG00000097078	4	88721805	88722842	protein_coding	Gm26566	1
ENSMUSG00000076456	3	122293585	122293703	miRNA	Mir760	-1
ENSMUSG00000099042	8	70102524	70102586	miRNA	Mir7066	-1
ENSMUSG00000096390	7	59439891	59439969	snoRNA	Gm23687	-1
ENSMUSG00000089218	4	17559917	17560019	snRNA	Gm23384	-1
ENSMUSG00000105723	14	24088877	24088930	miRNA	Mir7210	1
ENSMUSG00000087929	6	100494681	100494814	snoRNA	Gm23234	-1
ENSMUSG00000105496	2	168640696	168640759	miRNA	Mir7004	-1
ENSMUSG00000078035	7	3220343	3220422	miRNA	Mir293	1
ENSMUSG00000077611	14	32191854	32192050	snoRNA	Gm23946	-1
ENSMUSG00000065771	13	52964621	52964732	rRNA	n-R5s54	-1
ENSMUSG00000105029	5	22739019	22739111	miRNA	Gm44363	1
ENSMUSG00000065479	17	17830812	17830879	miRNA	Mir125a	1
ENSMUSG00000088233	8	123471384	123471497	snoRNA	Gm25428	1
ENSMUSG00000077647	14	67566850	67566981	snoRNA	Gm24981	1
ENSMUSG00000077595	16	58751478	58751596	snoRNA	Gm26019	-1
ENSMUSG00000088337	12	9865347	9865450	snRNA	Gm22845	-1
ENSMUSG00000088522	3	130870949	130871076	snoRNA	Gm26090	-1
ENSMUSG00000076066	X	96242817	96242926	miRNA	Mir223	1
ENSMUSG00000088027	19	23643409	23643510	snoRNA	Gm22144	1
ENSMUSG00000064778	10	128084143	128084216	snoRNA	Snord59a	1
ENSMUSG00000088160	14	100760168	100760268	snRNA	Gm23538	-1
ENSMUSG00000088170	5	23487394	23487723	misc_RNA	Gm25219	-1
ENSMUSG00000065725	2	144261589	144261726	snoRNA	Gm26165	-1
ENSMUSG00000065394	5	138165321	138165404	miRNA	Mir25	-1
ENSMUSG00000098325	7	25217668	25217725	miRNA	Mir7048	-1
ENSMUSG00000077192	2	26639190	26639321	snoRNA	Snora17	-1
ENSMUSG00000080359	4	13266985	13267050	miRNA	Gm26250	-1
ENSMUSG00000093291	12	109710645	109710693	miRNA	Mir299b	-1
ENSMUSG00000098706	18	37854605	37854660	miRNA	Mir6979	-1
ENSMUSG00000064398	X	20614523	20614695	snRNA	Gm23628	-1
ENSMUSG00000092909	4	139338206	139338265	miRNA	Gm25732	1
ENSMUSG00000088924	10	120605537	120605596	snoRNA	Gm24298	1
ENSMUSG00000088611	18	40963279	40963552	misc_RNA	Gm22483	1
ENSMUSG00000077493	11	74905424	74905516	snoRNA	Snord91a	1
ENSMUSG00000077738	4	39295463	39295588	snoRNA	Gm23607	1
ENSMUSG00000088554	10	109089998	109090275	misc_RNA	Gm22097	-1
ENSMUSG00000065165	7	69498579	69498685	snRNA	Gm23815	-1
ENSMUSG00000064755	14	52342777	52342883	snRNA	Gm26328	1
ENSMUSG00000099219	5	111330473	111330632	misc_RNA	Gm27680	-1
ENSMUSG00000070138	X	72262224	72262308	miRNA	Mir452	-1
ENSMUSG00000077110	7	47752722	47752831	miRNA	Gm22427	1
ENSMUSG00000093129	5	69340783	69340888	miRNA	Gm24368	1
ENSMUSG00000094702	10	129733232	129733298	miRNA	Gm24485	1
ENSMUSG00000078024	X	66789890	66789967	miRNA	Mir883b	-1
ENSMUSG00000065943	X	162114238	162114341	snRNA	Gm23794	1
